time	V(n003)	V(n005)	I(I1)
4.935385851123289e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935389385552024e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935389476178402e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935389544148185e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935389634774563e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935389657431158e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935389702744347e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935392330909304e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935392512162060e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935392557475248e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935392568803546e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935392591460140e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935392636773329e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935392727399707e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935393271157974e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935393543037107e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935399932196743e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935400657207766e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935400725177550e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935400997056683e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935401359562194e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935401631441328e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935414998832056e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935415270711190e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935421977063149e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935422067689527e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935422135659310e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935422407538444e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935422770043955e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935423495054978e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935423721620922e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935424006446681e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935424291272440e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935424576098198e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935424860923958e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935425145749717e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935425430575476e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935425715401234e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935435807295735e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935445899190235e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935455991084736e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935466082979236e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935476174873737e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935486266768237e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935496358662737e-002	1.515336e+000	4.996514e+000	2.499743e-004
4.935496630541871e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935580731820478e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935580822446856e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935580890416640e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935580981043018e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935581524801284e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935582249812307e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935582431065063e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935582793570574e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935585331109153e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935586056120176e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935586124089959e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935586214716337e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935586282686121e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935588548345566e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935590814005011e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935593079664456e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935595345323901e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935597610983347e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935599876642791e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935602142302237e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935602232928615e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935602300898398e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935602391524776e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935602572777532e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935602935283043e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935603343101743e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935603886860010e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935604611871033e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935604679840816e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935604951719950e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935605314225461e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935605722044161e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935606265802428e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935608440835496e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935611431505963e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935611612758719e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935622216044924e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935622397297679e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935622533237246e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935622714490002e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935622759803190e-002	1.515336e+000	4.996514e+000	2.499744e-004
4.935622850429568e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935622918399352e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935627372038490e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935631825677628e-002	1.515336e+000	4.996513e+000	2.499744e-004
4.935636279316766e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935640732955904e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935645186595042e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935649640234180e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935654093873318e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935654275126074e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935654411065640e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935654592318396e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935654728257963e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935655997027252e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935660437719765e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935660618972521e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935660987951344e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935661356930168e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935661725908992e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935662094887817e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935662463866641e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935662832845465e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935663201824288e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935663473703422e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935668594093769e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935668865972902e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935669688083615e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935670510194329e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935671332305042e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935672154415755e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935672976526468e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935673798637182e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935674620747894e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935674711374272e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935674892627028e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935675028566595e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935675209819351e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935675345758917e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935675527011673e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935675980143562e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935676161396318e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935705082539136e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935705105195731e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935705150508919e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935705241135297e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935705309105080e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935711109193260e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935714449422615e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935717789651968e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935721129881322e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935724470110676e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935727810340030e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935731150569384e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734490798738e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734581425116e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734604081710e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935734609745859e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734621074156e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734643730751e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734779670317e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935734960923073e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935735006236262e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935735096862640e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935735368741773e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935735640620906e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935735912500040e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935736184379173e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935736456258307e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935736728137440e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935737000016574e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935760381622049e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935760472248427e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935760653501183e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935761106633071e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935761287885827e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935764278556295e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935764505122239e-002	1.515336e+000	4.996514e+000	2.499745e-004
4.935764595748617e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935764854681125e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935765113613633e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935765372546141e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935765631478650e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935765890411158e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935766149343666e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935766408276174e-002	1.515336e+000	4.996513e+000	2.499745e-004
4.935816524663103e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935817249674126e-002	1.515336e+000	4.996514e+000	2.499746e-004
4.935817317643909e-002	1.515336e+000	4.996514e+000	2.499746e-004
4.935817589523043e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935817952028554e-002	1.515336e+000	4.996514e+000	2.499746e-004
4.935818677039577e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935819311424222e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935837255447028e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935855199469834e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935873143492640e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935891087515447e-002	1.515336e+000	4.996513e+000	2.499746e-004
4.935909031538253e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935926975561059e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935944919583866e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935945100836622e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935945236776188e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935945418028944e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935945871160833e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935946052413589e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935974327843465e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935974418469843e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935975687239132e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935980037305267e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935980717003100e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935981396700934e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935982076398768e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935982756096602e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935983435794435e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935984115492269e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935984795190103e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935984976442859e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935985157695614e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935985338948370e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935985520201126e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935985701453882e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935985882706637e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935986063959393e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935986154585770e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935986222555554e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935986494434688e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935986856940199e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935987128819332e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935996055517547e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.935996146143925e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935996327396681e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935996463336247e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.935997732105537e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936002807182694e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936002875152477e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936003509537122e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936004415800901e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936004778306412e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936011122152859e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936011212779237e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936011280749020e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936011371375398e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936012174066173e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936012976756948e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936013779447723e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936014582138497e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936015384829272e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936016187520047e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936016990210822e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936017896474600e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936018893364756e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936018983991134e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936019051960917e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936019323840051e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936021861378630e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936024761422719e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936025667686498e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936026030192009e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936026120818387e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936026188788170e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936026279414548e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936026460667304e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936026505980493e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936026539965385e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936026585278573e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936026675904951e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936027219663218e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936029394696286e-002	1.515336e+000	4.996514e+000	2.499747e-004
4.936032294740375e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936032566619509e-002	1.515336e+000	4.996513e+000	2.499747e-004
4.936044348048624e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936044438675002e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044461331596e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936044506644785e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936044517973082e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044540629677e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044585942866e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936044597271163e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044619927758e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044665240946e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936044755867324e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044937120080e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936044982433269e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936044993761566e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045016418161e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045022082309e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045033410606e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045061731349e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045095716241e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045141029430e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936045231655808e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045412908564e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936045775414075e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936046500425097e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936047044183364e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936052119260522e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936052209886900e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936052277856683e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936052368483061e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936053171173836e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936053973864611e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936054776555386e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936055579246160e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936056381936935e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936057184627710e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936057987318485e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936058712329508e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936060162351553e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936074889137947e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936075070390703e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936075087383149e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936075155352932e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936075245979310e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936075789737577e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936077964770644e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936080864814734e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936081589825757e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936083039847802e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936113852816257e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936114577827280e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936114600483874e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936114645797063e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936114657125360e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936114679781955e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936114815721521e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936115359479788e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936121884578990e-002	1.515336e+000	4.996514e+000	2.499748e-004
4.936128409678193e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936134934777395e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936141459876597e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936147984975799e-002	1.515336e+000	4.996513e+000	2.499748e-004
4.936154510075002e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936161035174204e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936166835262384e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936178435438744e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936184507406057e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936185232417080e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936185300386863e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936185572265997e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936185934771508e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936186206650642e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936193230194923e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936193955205945e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936194023175729e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936194295054863e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936194657560374e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936194929439507e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936202677994810e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936202904560754e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936202995187132e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936204263956422e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936206076483977e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936207345253267e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936208296830234e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936208410113207e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936208474846334e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936208539579461e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936208604312588e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936208669045715e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936208733778842e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936208798511969e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936208863245096e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936209135124230e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936209407003363e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936209678882497e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936209950761630e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936210222640763e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936210494519897e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936210766399030e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936218922773033e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936219013399411e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936219081369194e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936219171995572e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936219715753839e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936220440764862e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936221075149506e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936244728634116e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936245091139627e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936245125124519e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936245170437707e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936245261064085e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936245442316841e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936245895448730e-002	1.515336e+000	4.996513e+000	2.499749e-004
4.936250413820995e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936254932193260e-002	1.515336e+000	4.996514e+000	2.499749e-004
4.936259450565526e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936263968937791e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936268487310056e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936273005682321e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936277524054587e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936279789714032e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936282055373478e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936284321032923e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936286586692369e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936288852351815e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936291118011260e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293383670706e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293474297084e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293496953678e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293542266867e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293553595164e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293576251759e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293621564947e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293632893245e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293655549839e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293661213988e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293672542285e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293700863028e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936293734847920e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293780161109e-002	1.515336e+000	4.996514e+000	2.499750e-004
4.936293870787487e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936294052040242e-002	1.515336e+000	4.996513e+000	2.499750e-004
4.936294414545753e-002	1.515336e+000	4.996514e+000	2.499750e-004
